text,sentiment
 kya song he yar dil khush ho gaya      ,1
 maha bekaaar scene ,0
 song acha laga hai to subscribe karen bro ,1
 chal chuthi ,0
 baqi batien to theak maghar feriha turkish drama ki copy hai total start ky to sary dialogue or concept sab kuch feriha drama ka copy hai wo bi mera favorite tha or abhi bi hai is ki waja sy main yai drama daikh rahe hon is drama ki yaad main ,2
 lanat hamaray behis hukamrano husoosan pervez musharaf par ,0
 gajab song ,1
 sab sahi hai but shuro me hain ajjay bangie ka chahra dikha deya yai galat han ,2
 ghora shair ghora or chand adad khotay aa gay jalsi main      ,2
 video leak ka ek sawal nahi kya is se ak he bat baar bar poch rahay kuch mila ky nhi ,2
 subey bhar or qabaili elaqaa jaat se 170 se zaid afghan paish imamon ko mulk badar kya gandapur qatil ,0
 paglon ka qanoon   ,0
 allah sab ko apni hidayat main rakhay ,1
 apni career mien inho ny art films ki kaam oh besh tamam maroof heroins ke saath kaam kya ,1
 betaaplog bik chuky ho jao doub ky mr jao ,0
 relief ise kahti hen ,1
 iss ka dil han ky shahbaz shareef ek flyover bana day jo is ky ghar ky ander tak ho qatil ,1
 koe bhiii drama is jaisa nahi hoga i love alot ,1
 ferozewala me firing se counselor zakhmi bv janbahaq ,0
 kya song hai yar rula diya          ,1
 fazool hai ,0
 chief justice iftakhar muhammad chaudhry or un ke rofaqa ko awam ny dobara koye insaaf ki pasbani bakhsh dy ,1
 yar kesi ky bari ma asa nahi kahna chahy qatil  kal ko koe orapko is tarha ke dy phir  ,1
 yai sirf international travel pe lagu hai india main domestic flights cabin main liquor allow nahi karti for eg if you haawi connecting flight like from any international country to mumbai and from mumbai to any other state in india thay dont allow liquor even if you haawi bought it from dutyfree please madam give proper information ,2
 ayna bhot buri lag rahe hai ,0
 bhot hard mohabbat batai hai abhi tak 3 serials daikha hun  mere pas tum ho do bol khuda or mohabbat  3no hard level py h or han inhe drama na kahe to sahi hai ,1
 ap kitni achay ho    ,1
 bhot chota hai or 2 din ma toot gaya ,0
 wasim akram pukhta iradon ke malik hain ,1
 begairato agar rakha e khud ho to ,0
 tum lrkion ki life b mazy ki hoti hai fikar na fakka aesh kar kaka ,1
 allah pak 26 may ko shbz shareef ko utha lay  hamain pm shbz sey mahrom ferma dy mary malik ,1
 doob marain naam kharab kar rhy apnay mulk lanat in py ,0
 fek hi yai ,2
 bhai by tuki baatain na karo bhala woh media industry main hoin no ones perfect and that is something which should be embraced bhala woh phir models hoin actors ya koe aam insaanthey are humans in the end or is tareky ky comments nihaityi baye ikhlaqi hainyou could haawi just simply scrolled down if yn didnt like seeing something rather than making sach mean statementsand lets be honestapjasy hi fake beauty ko bhi promote kartay ho ,2
 main jabhi iqra mam ko rothe hue dekhti hun to mujhe bhi rona atha hai                           ,2
 lanat tum angrezo ky kute nehlane walo ghulamo suit aese pehen lete jese anghrez tmare bap hain europe ky kute ,0
 hi jeetega insallah ,1
 foreigner ni yai chutiya bewakuf bana rhaa han sab ko eng to check karo bhai sab ke had han yr mtlb kise ko gori ko pakar lo wo foreigner ho ga kya chutia saala ,0
 bistrryy bandoo ,0
 har bnday ko yhi lagta hai ky vo sacha hai bs dunya main ,1
 qatil yai baat qabilay zikar hai ky iss doran unpar pakistani adalto main koe ilzam sabit na ho saka ,1
 marasi bhi syastdan banay huwy han wah      begairat insaan ,0
 chal bhosri ky ,0
 in ka shumaar apni mulk he nahi duniya ke kamiyab tareen captains main hota hai ,1
 mst hai bahut ,1
 imran khan zindabaad pakistan zindabaad ,1
 ya imrando baba ab wo kaam kar raha han jo islam nay mana kar diya han ,2
 yai serial mare hisaab se world ka sabsy best serial he mene apni zindagi me aisa serial pehli baar daikha jisme intne khatarnak mohobbat dikhai he jo mene kabhi nahi dekhi is serial ny mujhe ander tak hila kar rakh diya yai serial bohot acha he lekin righter se is serial ko likhni me bohot galti ho gai last me wo dono mar jate he righter ko un dono ko last me marna nahi chahiye tha thoda sa or agae bada dete is serial ko bas to yai bohot jyada bahtreen ho kripya kamjor dil wale is serial ko na dekhe nahi to unke saath kuch bhi hadisa ho sakta he ,1
 lo ga fasadiyat philana or logo ko chutiya bnana kal sy shuro ho ga ,0
 bus isdfa aajay nazar ameen ,1
 is song par jaya prada ny bohat kamal ka raqs kya ,1
 qatil jahangir ny squash ki dunia main 1979 main qatil qadam rakah tha iss saal australia main honi wale world champion ship main unko iss leay moka deya tha ke woh chand din pahle hi beemar per jani ki waja sey mokammal tour per sehatyab nahein huey thay lakin ise saal jahangir ny 15 saal ki umerw main world amateur title jeet ker yai sabit ker deya ke uske shakal main ek tareekh saaz khilari chupa hua hai or ane wale saalo main bilkul aisa hi hua ,1
 taweez bana ky pehno tumhhy     ,2
 aor shahbaz shareef ko pore duni ky khoton nay choom chaat ky pm ki kursi py bithaya kutta wo bhi kharish wala ,0
 kya hua    ,2
 nice song meri jan ho tim ,2
 khabees shoooo asi lye ,0
 kiska number hai yai ,2
 mare baitiyon ky naik naseeb ky lia dua karaein ,1
 jhot ka sahi rata laga kar aya haghnjy ka dost b chor or ghanjy ,0
 allah pak sab ke mushkil asaan kery ameen ,1
 yai kis serial ka song hai or kaha dekhs karti hai plss reply anyone ,2
 asi hi baat h vo alag baat hai kapk dil main hai ,1
 chutiya bana rhy hmain 70 saal se ,0
 bhens ki ankh is ko call i thay ky thekikat karo            chutiya saala        ,0
 kutta kutta pakistan kutta hai kutta kutta pakistan kutta hai pakistan ka pradhanmantri kutta hai pakistani sare kute hain chin ko gadhe bechate hain or chin pakistan ke gadhon ka land leta hai ,0
 bakwas hai sab ,0
 fahad mustufa hamaisha ki tarha zabardast ,1
 tum log kya sochitay ho ky hum ab bhi pakistan or pakistani awam ko pahile jese noch lingy to insha allah yai na momkinrahega ,2
 ek number mare bhai ,2
 haram ka mal aisay haram kaamo py hi lagta hy r lanti reporter b aisay bata raha hai ky koe bara kaam kya hy pakistan me kitnay ghar ko monthly bills food etc chahye unke help kartay kise ka bhala hota par ni apni 3rd class lanti beghairat jhoti shaan dikhai in bap betay ny ,0
 fake hai whatsapper koe is tarah ka number nahi haisave kya or whatsapupdate bhi kya lagta hai  number save karwa ke mobile hake karenge madam ,2
 lakh di lanat bhikariyon            ,0
 eid mubarak janab and to all qatil ,1
 ban this shamsi tawanai se chalny wala khusra ,0
 rbi ki email id bta ,2
 ya song 200m tak jayega wo agree ,2
 qatil yai nh hai ismay to sirf mahboob se mhbt ki bt hai khuda se nh ,0
 jo bhnchd           zaman park main behta hai sab chor char ky    ,0
 laaamat beshumaar ganda lota dentonick monkey      ,0
 hamain rajo rocket bhot acha lagalekinapitni jaldi rajo rocket khatam nahi karna chaiye tha ,0
 allah kareemapko lambi omer ata farmaye ameen ,1
 india aya jao yahan bhoot kaam hai ,1
 hahahaha jo marzi kar lawyer ko b teri oukat ka pata han ,1
 pahla si talash film kyun nahi aya ,2
 bohot acha kaam keya na  jeetne apki estetaat c  bakwas log or bakwas kaam ,1
 khud galses laga ky interview dy raha he bc ,2
 ek pata nahi halay ga ,0
 han ji ae the chorni ,0
 bekaraphai ,0
 yar arsal ko zyada pyar dikhaya hai jeya ke saath in 2 episode main or woh jeya abhi bhi shery ke saath haphele kinza irritate karti the ab shery karta haiarsal ki acting5 star hai ,1
 bilkul hat keykamal ,1
 wat aa song     dill se banaya gaya song hai yeh ,1
 shaitan mediaaaaaaaa ,0
 ma to hai hi tareef ke layak lekin us baap ko log kyu bhul jate hai pita ji ke haste muskurate hue cahre ke piche dard jimmedaari  pyar jo khud ki jindagi laga deta haibacho ki khwaahish puri karni main miss you papa ,1
 ghaddaro yai tumhara kasoor hai haram ki kamai ,0
 wha bhut qoob ,1
 wo nahi chahati the ke in ke dono bachon rahul gandi or priyanka gandi par khoon e siyasiyat ka manhoos saya bhi parhe lekin bil akhir 1998 main inhe party ke mustaqil dabao ke saaminay himat dikhani parhi or wo congress ki intakhabi mohim main hissa layne par amadah ho gai qatil ,0
 kise ka kuch ni gaya sirf is bap ka beta gaya hai pti walo ko moka mil gaya lash par siyasiyat ka or jis ko agent kah re thay wo behnoi nikala or govt apni zaat sy agay ni soch ri han lanat pti imran khan or govt par lanat ,0
 pak army zindabaad ,1
 humere to gr frize he nahi hai ,2
 yai nawaz ka thopra samny zaroor lana tha official page walay bhi galian khaty hain ,0
 lanat ho is pah chor sara qatil kgandan hum pah azab ki tarha nazil ho gaya ,0
 bohot bara kaam kya na jo titni pictures li hui hain  ,1
 kya acting hai farhad ke ,1
 kafir qatil laaanti chor daku munafik ,0
 karachi ponch jao mil jaye gi ya quetta sa ncpa utha ky modify karlo    ,2
 1000 baar bhi suno to maan nahi varega aisa song hai ,1
 behan ab to mujhy yai real main chahiye ,1
 ya naimat han kw zehmat han ,0
 ishvar sbi ky mata pita ko surakshit rakh ,2
 yai beghairat intne advertising karwa raha hey isky baap ka paisa hey kia  ,0
 dhoka han yai site plx mat lain ink products fraud han sarasur ,0
 sir aaj ki plz meri family or meray abu or ami ki zindagi ki lambi umar ky lye dua zaroor karna sadia ,1
 pakistan walo kya jado kar diya india walo pe sab pakistan ke hi gon ga rahe hai          ,2
 qatil sarojini naidu 8 bhai behno main sab se barhi thin in ka ek bhai birendranath inqelabi tha jab ke ek bhai harindranath poet drama producer and actor the ,1
 thora sa or bhau bhau krlo     ,2
 laaanti chor kafir munafik daku baygarat ,0
 rawait ke motabiq jang par janein se pehleyapke walid neapko safaid kapron ka ek jora diya sawar muhammed hussain aksar waqa e karbala dohraya kerte thay or hazrat imam hussain ki jurrat oh shujaat mandi par jhoom jhoom jaya kertey thay ,1
 bhosdo jhoot bol rahe hai majhab ko ganda kar rahe allha se dr ,0
 eya main mic ghar khanri wai hundi ,0
 convey my regards p ,0
 inshallaaah ameen   artuk bey   love from ,1
 but bilawal already possess aa degree isnt it  ,2
 76 like 10 hours ho gy ,0
 dramay baz show baz ,0
 bakwas kar rahe hai saale ,0
 masaallah subhanallah ,1
 muje yai song bhahut pasand he bhahut hi jayada had se jayada kyuki jisse me mohabbat karta hun uska name bhi mahi he ,1
 apko real e lagy ji qk biryni ka nasha hai mary bhai     ,0
 dj to baray kaam ka hai yar ,1
 harassment walay kaam to jese nawaz shareef or zardari ny kiye hi nahi bilkul ,0
 qatil hmm ,2
 lanat ho  mran khan par ,0
 allah oh akbar ya allah madad farma ameen ,1
 14 january 1954 ko marilyn monroe ny in se shadi kar li or honay moon japan main guzara ,1
 yai ankita dave hai or yai iska bhai hai    ,2
 bkwas tareen itna ghtiya meterial  ,0
 tag them please      ,1
 bahut khoob soorat story song ,1
 in ke 6 bete or ek li palak beti hai taham ek beta manshiyat ki latt main mubtila ho kar is duniya se ruksat ho chukka hai ,0
 hahaha mujhy b pyar hai maryam nawaz ky saath dusra wala        ,2
 desi murgi khanay wale hoti hai yai wale murgi khanay sy acha hai banda alo ghobi hi kha lay sabzi phir b faidemand hai yai gosht khanay ka to faida b nahi ,0
 san e paidaiah ke bari main katrina or un ki walda bhi taadiq karni se qasir hain ,0
 pehli bat to yai hi ke koe sunvai nahi hoti consumer cort me or intne ka saman bhi nahi hoga jeetne pese vaqeel or police wale li leinge pehli reshbat do phir thode se umeed ho sakti hi agar reshbat nahi dy toapke koe sunvai nahi hogi cort ho ya police stations ,2
 thats called jahalat agar asi hi chalta raha to ek din pakistan khatam hojay ga wo bh in panjabi jahilo ki wjha sa ,0
 gandu log jama hai sab beghairat ,0
 lanat tari chakal per chor ,0
 muhammad ismail muhammad ismail pak me kal subh han eid ul fittar ,1
 namaz ka mazak na banye pliz ,0
 ismay naya kya hai yai to subko pata hai ,2
sharam aani chahiye jo ghalat kaam karte hai,0
 meri hsart he reh gai han bus ,0
 bhut he acha drama hai love it ,1
 tum bahut achchi mam ho ,1
 bohot acha ,1
 wah by gadu mulk hai ya koe kanjar khana ,0
 sawal yai hai ky murshad farhad ky ghar walo ko kab pata chalay ga ko wo zindah hai ,2
 bakwaz han sab ,0
 han kio nahi abt to wo conform janati hain ,1
 bahut khubsorat video he me sare episode daikh raha hoo dil me utaar gaya ,1
 but still vote deserves nahi kartay qatil ,0
 sacha payar sach mei khuda or mahobat ki tarha hota h   ,2
 saath sath chlne wale rahe ku bdlte hai  rahe jab bdl jay to rastay bhtakte h door ho nazar s chahe dil ky pas hota hai chahe do jahan bhi palo vo hi khaas hota hai  favourite           ,2
 bygharet docter pakistan ky gaddar lanet hai in sab par allah us ky rasool or tamam frishton ki jo chand passon ky liay apna eman tak bech dety hain ,0
 ayeza khan manus kute sharam aiti hai tujhay ,0
 citrus ki is se acha flavour kise main nahi daikha ,1
 allah puchay ga qatil ,0
 dikhawa allah ko ni pasand ,1
 sehbaz shref chor hai ,0
 samnay betha tha mare or wo mera na tha ,0
 maza nahi aya ,1
 abbay chutiye urdu parti atti hay   mera 1st comment zara akhay khol kar para ,0
 allahapki madad kry ameen ,1
 salay harami kya dekhwa karta hai ,1
 dil dahela dene wala song khuda or mohabbat ,0
 paisa bohat hai sakon nahi hai  words i cant even sy cus paisa nishtaaa ,0
 yai song shirkiya h  ,2
 mera msg pdh ke koe reply do       ,2
 is haraam khorr ny kon sa halal ka paisa kamaya ho ga qatil yai hi to haraam khorr chahty hain ke ganja wapiss ainay ,0
 khusriaaaaa         ,0
 please contract yaad mat dilvao abhi drama gjb chal raha ,2
 saala chutiya ,0
 molviown ka selaab jama awam ka selaab nikalta ,0
 dil ko chu leta ya song ,1
 bhoot achayyy qatil ,1
 qatil chini semint gandum railway arzi scandal samait degar bezabtagiyon ki zimadari bhi wazeer e azam par daal dy gay ,0
 allama raghib ahsan ki azmat feham oh farasat ka andaza is haqiqat se bhi hota hai ke wo maulana mohammed ali jouhar ke jeetnay chaheete the utne he quaid e azam mohammed ali jinnah ke bhi payari the ,1
 allaha hum sab ko salamati see rakhy ,1
 fawad bohat acha hayhe iz no nice aur isss jaisay actorz or aa gay tuo pakistan ky dramas hit hoo jain gaye ,1
 bc to ny jo ani dali hui han mujhy pata han ,0
 bohat he acha hai aam giving 5 stars qatil read more qatil hide ,1
 bohat kuch jan ke jana hai tumko bari mushkil se pehchana hai tumko mujhe jo tum wamjhte ho galat hai kise din yai bhi samjhana hai tumko main apni khauf ki hadd par khara hun ab iss ke bad ghabrana hai tumko ,2
 memon goth ghafoor basti me 2 groups me tasadam khaton qatil ,0
 nawaz ki ghusti ,0
 what aa story but ending me dono ki shadi hoti to bahot acha hota yar qatil  i love this song ,1
 chor dakodako kadir munafikhandlers shut the fk up ,0
 pls iska 2nd session b li kar ao ,2
 yar kise ko dua nhe dy sakti to kise ky liye faltu batein b na karon pls    or yai astrologers ajeeb fahmi hoti hen in se agar insaan apni life ky bari me kuch pochle or yai usko itna ghuma phira ky batate hen ky wo bichara sare life hi pareshan rehta hai ky us ny to yai bola tha yai ho gaya wo ho gaya in fazuliyat se insaan dor qatil hi rahe to sab se acha hai khush b rahe ga or acha b hoga uske life me ,1
 acha hua tum logo ky saath aisa ee hona chahiye ,1
 maafi dy do ,1
 yai haraamkhoar haneef abbasi pindi main nasha sell karta ,1
 anaya eyes kitni phadti hai qatil ,1
 reminds of kangna beats   ,2
 hello foodpanda sir price kya hai iske please tell me      ,2
 in ky khanay may or cha may cienamon daal chani ki or ginger garlic ki mandar ko bhray jays to bhught fada ho saktay han insallah ,2
 chor choron ka song sunate hain na to khoob vah dusre to song suna kar dil karwa denge muslim league walo ka gand karvayen chor bhi gay to sharam nahin aya allah ghar karyga barbad karyga mariyam ko bhi nawaz shareef ko seva shareef hamza ko karyga atah tara badwa ,0
 is ost ky abhi 127m views hai or likes sirf 14m itny kaam likes ,2
 buhat asha han hum ko bhi allah li jai qatil ga darbaar par insallah ,1
 dil te lgda yar gana ,1
 ankh se chalak jaye to pyar tera bahta h ,1
 lefafa mil gaya tujhay be bhai akhir ,0
 film ishq laila ke geeton ny to har taraf dhoom macha di the ,1
 johnny depp ko baja tour par filmy duniya ka kamao poot qarar diya ja sakta hai wo na sirf films ki kamiyabi ki alamat smjhi jate hain qatil baal ke khus bhi sab se zayada muaawza layne wale artists ki sif main shamil hain ,1
behtareen ustaad mujhe bohat pasand aaya,1
 bilkul sahi kaha hai apne ,1
 jo gira palko se usi uthana kya best line ,2
 please warsha naam bhi kissi drama main larki ka rakhe please i want my name at drama ,2
 ghazal gaaeki ko ek naya andaz bakhshne wale iqbal bano ki raseeli awaar 21 april 2009 ko lahore main khamosh ho gai qatil taham in ki sadabahar ghazlein or geet shayaqeen ke dilon main inhe zindah rakhenge ,0
 begum liaquat ny un ki parwarish nihayat zimadari se ki ,1
 dosto ko bhe dawat den qatil ,1
 zbrdst   bhut khob     ,1
 is par inhe mulk ki bad tareen jailon main se aik mianwali jail main bhi kuch arsa rahna parha lekin inho ny apni awam dosti ke asool se kabhi rogardani nahi ki jis ke aeteraf main inhe 25 december 1981 ko karachi press club ny apna life member banaya or in ke aizaz main shandar jalsa munaqid kya ,1
 hahahahha kadunnn choo unhaan khe budnr main mazo endo ahh bs feel naein krwadenyunnn akhir khanpuri ni chalaaak t hundyun na ,0
 aunty na to govt baich di ,0
 shadi sy phelaye ki eid aisi hoti the ,1
 tum sab pe lanathmary dil ki awaz ,1
 qatil ibrahim ismail chundrigar ny ise university se ba llb tak taleem hasil ki ,1
 allah reham farma ,1
 bhai kya siriyel tha bhai kasam se dil ko chu gaya kya love story hya bhai im forom ,1
 ap imran se yai tawaqqa nahi rakh sakti ke wo sab he chote chezon ke barey main sochenge lekin wo bohat naram dil or hasas insaan hain ,1
 harami pdm pmnl ,0
 kanjari hai lanti pakistan ka naam badnaam kar rahe hai ,0
 gandiii lanati ayeza jaisay auraat ,0
 9 may ko kon qamat ho hi the ,1
 putar is baar ni bhagny dy gy dadoo charger ,2
 7 min maah kon sa movie hae plzzzz ,2
 suntay hain apni dharkan  tery thrpnay main farq nahi raha koe is dil ka us dil tk ka baqi na koe faslaa   ab hai raqss or yai jahaan  kro sajdaa sirf ek he khuda ko allah hun akbar ,2
 chichori orat ,0
 bas apko dekhti hi rahe    bahut sara pyar or sneha from brazil ,2
 woh to pahaley b tha trumpa ji ,1
 sap ko bhi eidmubarak ,1
 bahut hee jyada acha song hai yai      ,1
 jeo ko in ky siwae or koe hero heroain milty nahi hain kya ,2
 bagrt safi neh ahya yrh noon league ky chmacga han ,0
 youtube ka hardware sasta hn madarchod ky pille marke bhi fokat main rahiti han ,2
 phudu loag         ,2
 ilam nahi fazool bkwas logo ke zindagi or wale awam ka chaskay pory karo ,0
 dosri jang e azeem ke doran inho ny fauj main bharti honi ki koshish ki lekin kamiyab na ho saki ,0
 iska mtlb khoo main gaya tumhara bs and mera ms wo b nust sekuch b mtlb kuch b ,0
 kitna bara jhoot astaghfirullah            ,0
 or tum apni gand apni pas rakhotumse kise ny nahi pocha ky apni bhen paish karo ,0
 he jusy modify sex doll my dear        ,0
 is madam ko dekho kuch b bai kuch b     toba ,2
 cigarette pe video ni honi chahiye yai zaroorat zindagi ni ,1
 aaj ki episode superb the itna enjoy kya dil hi nahi ker raha tha ky drama khatam hofinally jeya ko arsal ki feeling ka ahsas to hua ,1
 bhai mujhe apki muskurane ka style achchha lagta hai ,1
 ricky mk is doing very well    ,2
 insha allah buhut jald bane ga pakistan serilnka jaisa ,1
 unko shikasht dy ker roshan ny yai sabit ker diya tha qatil ke squash hi misr ki bartari ikhtetam ki taraf gamzen hai ,1
 lanat beshomar ,0
 allah pakapkoapki soch se be zyada kamyabi atafrmaae aameen ajiya ,1
 or teri behnoi b ,0
 or zawaal main na shukrri qatil ,0
 intne acche golgappe milna not possible and this is sad ,1
 nice song khuda sab ko hamaisha khusha raakhi e ameen summa ameen love allah my jaaan muhammad ,1
 intne english is angutha chaap ko to nahi ati ,1
 if parha likha extreme jahil had aa fece  lanat beshumaar tum pe  ,0
 han jese tum logo nah nab ko band lifafa diya tha cases khatam krny liye diya wo bhi ghaban hay sabit karo nah imran per ,1
 bohot pyara song he bhai yai ,1
 song ky lines bohot achi hai bohot sy mtlb hai is bohot sy pak mtlb b hai par is py qatil video bohot gallat hai yai ni honi caiye is liye i dont like ,1
 lanatiy insaan ,0
 good work as always ,1
 qatil 1990 ke ashrey mien wo chand films main nazar ainay ,0
 online apply kardo ji ,2
 zabardast sir ,1
 bohot ganda stuff is jackt ka oper sy leather r inner stuff is cheap parasuit so disgustng aam too much dissopintd ,0
 astaghfiruallah kya apko yai nahi pata nabi pak saw ny farmaya jo shahks kise najomi ky pas jaye or apni kismat ka haal puche to 40 din uske namaz kabool nahi hoti ,0
 insha allah buhut jald bane ga pakistan serilnka jaisa ,1
 allah ka suhkar aaj sy hamaisha ka leya zindagi bhar load shaiding khatam ,1
 ap sada zindah hai yaadon main ,2
 yar bhai is jaise log hotai hain jo inssanu ko un ky rang qadd or dollat ky layhaaz sy payessh attay hain ,2
 wah wah kya bat hai      ,1
 allah apki tamam duain kabool frmaye or apko hamaisha khush rakhay ameen ,1
 ullo ka patha sada wazeer e azam ,0
 yai sabsy pahel the unkaa kya naam hai ,2
 agar yai intne hoti to is ky halat aaj different hoty draamybaz ,2
 murtsim key smile asi hai jesy qatil old maan smile kartay hun ,2
 wo gold ka taj leke kahan jaoge bas chand din baqi hai tumhari liye apni agae ki zindagi ko acche neyat se guzaarle ,2
 jab 1962 main ayub khan ny naya dastur  diya to murree ke ek barhe mushaiyre main habeeb jalib ny apni mashahoor baghiyana nizam ,1
 wow lovely ate sundar        ,1
 rahat byai ap to bilkul pagal kar denge ,0
 qatil pakistan ny do test super star ka bigair kheli ,0
 qatil intne izzat sach main btaye koe kaam hai kya  ,2
 bhai tugtekin dil ka bohot acha tha last main mje acha lgne laga tha mje dukh hua tha uske maut pt ,2
 drama to acha hai l drame ka naam kuch khaas ni laga or koe acha naam b ho sakta ta ,2
 anaya par lens suit ni kiye so sharp look ,0
 ab kidar hey wo log jo sirf hamaray leye bahadarhe sharam karo as behan per raham karo or in darindon seh azad karo ,0
 wah shehbaaz or unke sahoolatkaar tum logo ki dramebaaziyo ko salam ,0
 indian rupee 2 saal ki kum tareen satah pe agaya qatil ,0
 pyaar hi na karo friends bahot bura hota hai last main ,0
 may allah bless har more ,1
 petrol free bhi dogay agar to vote puri quom ka insallah khan ky leye hoga ,2
 idaaray tkrao ki halate se nikly to in tk pohnchain ,2
 kya drama tha hani mare pas tum ho tishra mera fv tha khuda or mahobbat i love all pakistan drama love from india ,1
 main phudi main ,0
 chahca da kise din dard nikal giya phir lava nikal gay ga   ,0
 very bad player draftingvery bad selectionselector pata nahi doodh pitay bchykoi bowler hai hi nahi oper sy captaincy b mecullum ki ,0
 khabees orat oqaat main rahukhuda ki khudai main kise ka dakhal naimaa baap paida kartay hain choose nahi kartayab altaaf hussain ky parents ko maloom tha unka beta kaisa nikly ga  ,0
 may allah bless these women ,1
 iske genuine chitrool malik riaz ny ki the ,0
 maza nahi aya iss baar fail song ,1
 han yai tou hai phopu hi har waari pandi mrti hai har kaam may ,0
 mujh bas apna pyar yaad aa raha hain ,2
 qatil main abhi tak apni dost se mila nahi ,2
 look wo is talkingap khud sir se paon tak corrupt ho pahaley apna money trail to do ,1
 pora ramazan apk byan ky hisaab se guzar rohani sakon mila  ,1
 sab baryani ki pilot py aya hai ,0
 bhai jab jab me song sunata hun to pata nahi mare dil me kya kya honi lagta hai      ,2
 im online quran teacher agrapny online quran in bachu prhwan aho to rabita kar sakti hain 03335568818 whtsapp nbr ,1
 yar wela reh ky zyada khatrnaaak hoon kasam sy ,0
 qatil only wednesday and thursday on qatil  tv par and next day youtube par ,2
 sach krwa hi hata qatil ,0
 please bo didi sahi jankari dy rahe hai toapunka majak mt bnaiye kyaapki naak me se kuch nahi aata kya ,2
 khush tabaa khush zauq or khush libas wasim akram ny aisa cricket khela hai jis ki shayaqeen ko khahish the ,1
 civil lines me ctd building ky kareeb bomb baramad qatil ,0
 hell true  waday tusi shareef hunh ,1
 haram rizaq or jhoti bholney sy insaan zaleel hota hai ,0
 tumhari mot ka paigam aa chuka hai abdullah dosri taraf jany sy pehly apni hisaab kitaab darust kar lo ,0
 zalemon itny sasty phoool or mala had hai wesy ,0
 sach aa great personality ,1
 in serial walo ny feriha drama ki copy krne ki koshish ki hai agar kise b bi aisa lagta ho then please tell ,2
 buht zyada badtameezi ,0
 textile sector tabah hai or yai expo ki dramay bazi kar rahay hain ,0
 sirf yai nahi har uss morning show ko band karo jis main har waqat yahi fazoliat chalti han bashamoul shadio ky wahiyat functions ,0
 or ya assa he hotta hajassya khamosh samandar key lahryain jab utthyee hain to pir sab kuch baha kar leya jathyee hainso be care full ,0
 purani subzi mandi ky kareeb firing se 1 shakhs zakhmi qatil ,0
 subhanallah alhamdhulilah la ilaha illallahu muhammadur rasulullah sallallahu alaihi wasallam allah hun akbar ,1
 tujhay main jan se mar dungi agar kuch esa kya tou kbhi ,0
 qatil ap nay pahaley dor qatil hakomat main qatil kae aham iqdamat keye lakin isky saath sath peoples party ky saath sath kashedgi ka silsila jari raha ,0
 koe btay ga apna youtube chnle kesy chlya jata hai mary chanle par views or coment bohot kaam aaty han ,2
 kyu tootega laddu jab sheera theak sey pakaogey tho ,1
 allah hidayat dy agar hidayat naseeb me naho to pir ya allah isko barbad kry ,1
 is gane ny mare fellings he ,1
 love this song ,1
 imran niazi yakatoot ka dehshatghaar qatil ,0
 ap agar mazar ke bjaye qatil mashjid me jate to apki dua zaroor qubool hoti ise tarah apni khaani qatil me bhi kya tha qatil brbut imran ashraf ny khe deep jaley me mashjid me gye the or unke dua bhi qubool hoi the briqra shaheed ansari ,2
 allahapko kamyab kry ,1
 per ho to asa ho ,1
 khuda apko hamaisha abad rahe ,2
 saath sath chalne wale rahe kyun badal te hain    ,2
 ess dramma ko daikh kar speechless ho gay samajh nahi aya kya words usi karkay acting song sabki kayser tareef karun dil me uter gaya dramma    from india      ,2
 jahil log andhay ho gye hen ab or kon c zalalat bachi hai nawaz khabees ky hissay may is sy pocho to sahi qatil ,0
 asslaim oh alikumiqrar bhai mujhapke madad ke zrort hai please mujh btaye me keseapse rabita karo please ,1
 maza aa gaya ,1
 wawa wawamaa tujhay salam ,1
 imran khan zindabad pti zindabad or pm     ,1
 allah reham karein sab pe or hum pe b or gharat kare yai urdu point walo komatlb had hai jab pani uske gardan tak aya hua hai to ghar main saman kahan hoga jo wo lainay gaya or phir wo ghya hoga tum kaisay waha pahoch gai ,1
 aaj v dhakta hun yai serial my favorite   ,1
 why so jazbati panjabiyon  qatil yai tw hamara falsafa tha qatil ,0
 ya to pora pakistan saale kar qatil den gyya allah inhen hidayat dy  ,1
 sheeza antie ki hat gai ,0
 sabsy baday dusha to as pas kharay thay ,0
 allah mafi olevel aa level ,1
 kitni dard li aai hain hum to teri chaukhat se qatil apni gham chupa lenge hum jhoti muskurahat se ,2
 meri zindagi bhi aise hona wale hai dua karo mera liya                  ,2
 oh bhai jo neazee nay gaalem glooche sekyee han is ko too sazaye moot honee chahe           ,0
 saalo is se phaly tw lotany me lagy rahay kbho intne muhabat nahi jage lekin ab tw active chal rahay hynn ,1
 beghairti ka apna he level hai yahan ,0
 qatil apni dor qatil ky ikhrajat apni jaib sy ada kiye or iss doran pore punjab main koe nahi ghare nahi kharedi gai ,1
 di 300 par ,2
 mary liye dua kry allah pak naseeb achy kry ameen ,1
 drug ke thara fas gaya yai song    ,0
 hakomat samajh rahe hai pyadon ko pakar kr dhamka kar torture kar ky party chhurwa dene se checkmate hojana hai dilon se nikaal kar dikhao duaon se nikaal kar dikhao tum log mu ky baal giroge khan dilon main basta hai humare    ,2
 ya allah pak hamari is bahn par raham farmaameen summa ameen ,1
 karo karo band karo yai bagairte ,0
 oh no  bhul gay humye bhi usi kar layne chahye thi ,1
 i wish chief justice is ghateya game show ko band kerwaain or ary ko punish karain qatil ,0
